TIME_STEP	STAGE	EPSILON	ACTION	REWARD	Qs_PREDICTED_EXAMPLE	Qs_TARGET_EXAMPLE	Loss
229000	TRAINING	0.000499999999905	0	1.0	[ 21.73390579  21.59195137]	[ 21.39826784  21.59195137]	0.141218
229500	TRAINING	0.000499999999905	0	1.0	[ 20.66643333  20.22716522]	[ 20.66643333  20.55137501]	0.0655153
230000	TRAINING	0.000499999999905	0	1.0	[ 20.38427162  20.79364204]	[ 20.38427162  21.01758146]	0.0432484
230500	TRAINING	0.000499999999905	0	1.0	[ 10.4065733   10.30556107]	[ 10.4065733   10.25462966]	0.0601955
231000	TRAINING	0.000499999999905	1	1.0	[ 23.16825676  22.54003906]	[ 23.16825676  22.51581087]	0.120985
231500	TRAINING	0.000499999999905	0	1.0	[ 19.10334015  19.38775063]	[ 19.22240095  19.38775063]	0.0345509
232000	TRAINING	0.000499999999905	0	1.0	[ 15.12699223  14.62190247]	[ 15.12699223  15.28371735]	0.0591294
232500	TRAINING	0.000499999999905	1	1.0	[ 19.98682594  21.03232002]	[ 19.98682594  21.18822842]	0.521084
233000	TRAINING	0.000499999999905	0	1.0	[ 20.57398796  20.63525963]	[ 20.52528429  20.63525963]	0.0698109
233500	TRAINING	0.000499999999905	1	1.0	[ 19.49300194  20.44441414]	[ 20.10757551  20.44441414]	1.40595
234000	TRAINING	0.000499999999905	0	1.0	[ 22.64309502  22.4711628 ]	[ 22.34456415  22.4711628 ]	0.0697059
234500	TRAINING	0.000499999999905	0	1.0	[ 23.19546127  22.96092033]	[ 23.19546127  23.11315765]	2.0871
235000	TRAINING	0.000499999999905	0	1.0	[ 21.1875248   21.29689789]	[ 21.1875248  20.9988945]	0.148562
235500	TRAINING	0.000499999999905	0	1.0	[ 21.06252289  20.89600754]	[ 21.06252289  21.18399563]	0.607732
236000	TRAINING	0.000499999999905	1	1.0	[ 21.53325272  21.11591721]	[ 21.53325272  21.20822363]	0.425157
236500	TRAINING	0.000499999999905	0	1.0	[ 19.57103729  21.01422119]	[ 19.57103729  20.92157364]	0.172145
237000	TRAINING	0.000499999999905	1	1.0	[ 22.50043678  22.15384483]	[ 21.86607971  22.15384483]	1.32542
237500	TRAINING	0.000499999999905	0	1.0	[ 21.69364357  21.4588871 ]	[ 21.39398794  21.4588871 ]	0.0978843
238000	TRAINING	0.000499999999905	0	1.0	[ 21.69480324  21.33489418]	[ 21.69480324  21.54990892]	0.0391265
238500	TRAINING	0.000499999999905	1	1.0	[ 21.89955139  18.98777008]	[ 21.8287221   18.98777008]	0.0505411
239000	TRAINING	0.000499999999905	1	1.0	[ 21.65974236  21.820364  ]	[ 21.65974236  21.98229294]	0.0659484
239500	TRAINING	0.000499999999905	0	1.0	[ 20.98732948  21.22869301]	[ 20.98732948  21.4063529 ]	1.74898
240000	TRAINING	0.000499999999905	0	1.0	[ 21.96092987  13.57733536]	[ 23.62740879  13.57733536]	0.314008
240500	TRAINING	0.000499999999905	1	1.0	[ 26.3321743   26.32653809]	[ 26.3321743   26.60433807]	0.250023
241000	TRAINING	0.000499999999905	1	1.0	[ 25.20448685  22.55467224]	[ 25.70710115  22.55467224]	0.208525
241500	TRAINING	0.000499999999905	1	1.0	[ 24.73010445  24.88453674]	[ 24.73010445  24.01215582]	0.296482
242000	TRAINING	0.000499999999905	1	1.0	[ 21.28165054  20.66315842]	[ 21.28165054  20.60019159]	0.544503
242500	TRAINING	0.000499999999905	1	1.0	[ 23.85761642  23.36655426]	[ 23.45980234  23.36655426]	0.179176
243000	TRAINING	0.000499999999905	0	1.0	[ 24.66396523  25.06851006]	[ 24.66396523  24.87848215]	0.315888
243500	TRAINING	0.000499999999905	1	1.0	[ 14.92271328  16.12731552]	[ 14.92271328  16.18941169]	0.074436
244000	TRAINING	0.000499999999905	1	1.0	[ 22.89077759  22.71700096]	[ 22.63218174  22.71700096]	0.16879
244500	TRAINING	0.000499999999905	1	1.0	[ 22.51263428  22.4029274 ]	[ 22.63527842  22.4029274 ]	0.509827
245000	TRAINING	0.000499999999905	1	1.0	[ 20.84617805  21.35634804]	[ 20.84617805  21.42526999]	0.0253538
245500	TRAINING	0.000499999999905	0	1.0	[ 21.21226883  20.60602951]	[ 21.21226883  20.83471813]	0.23116
246000	TRAINING	0.000499999999905	1	1.0	[ 21.22555923  21.33616447]	[ 21.22555923  21.27303457]	0.0254098
246500	TRAINING	0.000499999999905	0	1.0	[ 13.8850956   14.83891296]	[ 13.8850956   15.21294498]	0.0264058
247000	TRAINING	0.000499999999905	1	1.0	[ 3.09015226  4.68314886]	[ 3.09015226  1.        ]	1.37807
247500	TRAINING	0.000499999999905	1	1.0	[ 17.34187317  16.3957634 ]	[ 17.34187317  16.75617676]	0.150407
248000	TRAINING	0.000499999999905	1	1.0	[ 19.68437195  19.58736229]	[ 19.68437195  19.6743906 ]	0.0492583
248500	TRAINING	0.000499999999905	1	1.0	[ 19.47497559  20.10155869]	[ 19.47497559  20.08870373]	0.419594
249000	TRAINING	0.000499999999905	0	1.0	[ 20.60485268  20.11234283]	[ 20.5870656   20.11234283]	0.0500558
249500	TRAINING	0.000499999999905	0	1.0	[ 20.90380859  20.42640495]	[ 20.94321051  20.42640495]	0.669921
250000	TRAINING	0.000499999999905	1	1.0	[ 20.9877243   21.26607323]	[ 20.9877243   21.27826576]	0.220378
250500	TRAINING	0.000499999999905	1	1.0	[ 3.20595193  3.41693783]	[ 1.          3.41693783]	0.0616512
251000	TRAINING	0.000499999999905	1	1.0	[ 21.99944115  21.7515583 ]	[ 21.99944115  21.95019369]	0.560553
251500	TRAINING	0.000499999999905	1	1.0	[ 17.26206589  17.45776367]	[ 17.26206589  17.51416111]	0.0808792
252000	TRAINING	0.000499999999905	0	1.0	[ 20.9908886   21.04425812]	[ 20.9908886   20.86404142]	1.68245
252500	TRAINING	0.000499999999905	1	1.0	[ 21.65821648  21.80669785]	[ 21.65821648  21.68555565]	0.0965847
253000	TRAINING	0.000499999999905	1	1.0	[ 22.00594139  21.74909782]	[ 22.00594139  21.8866765 ]	0.0369329
253500	TRAINING	0.000499999999905	1	1.0	[ 20.88948631  20.81071472]	[ 20.88948631  20.84543419]	0.0431801
254000	TRAINING	0.000499999999905	0	1.0	[ 20.46345711  20.78124809]	[ 20.59423199  20.78124809]	0.0383625
254500	TRAINING	0.000499999999905	1	1.0	[ 18.5688324   18.93271255]	[ 18.78614111  18.93271255]	0.90134
255000	TRAINING	0.000499999999905	1	1.0	[ 21.1811676   21.74827194]	[ 21.49365597  21.74827194]	0.837878
255500	TRAINING	0.000499999999905	1	1.0	[ 22.00647926  21.69062805]	[ 22.00647926  21.94276276]	0.682905
256000	TRAINING	0.000499999999905	0	1.0	[ 21.45059013  21.13441277]	[ 21.33467093  21.13441277]	0.0317292
256500	TRAINING	0.000499999999905	0	1.0	[ 21.58859825  21.86260605]	[ 21.91465893  21.86260605]	0.0558865
257000	TRAINING	0.000499999999905	0	1.0	[ 15.68652439  16.24681091]	[ 16.55291595  16.24681091]	1.06518
257500	TRAINING	0.000499999999905	1	1.0	[ 20.3708477   20.00846672]	[ 20.32392969  20.00846672]	0.0826394
258000	TRAINING	0.000499999999905	0	1.0	[ 22.62952995  22.32738113]	[ 22.4645463   22.32738113]	0.104539
258500	TRAINING	0.000499999999905	1	1.0	[ 18.98433495  15.77948475]	[ 19.39606848  15.77948475]	0.0973098
259000	TRAINING	0.000499999999905	1	1.0	[ 20.79675484  20.75574493]	[ 20.79675484  20.30852785]	0.101258
259500	TRAINING	0.000499999999905	1	1.0	[ 20.61508942  20.60261726]	[ 20.58039207  20.60261726]	0.0492794
260000	TRAINING	0.000499999999905	0	1.0	[ 19.85734177  19.33210373]	[ 20.08759842  19.33210373]	1.12825
260500	TRAINING	0.000499999999905	1	1.0	[ 21.27526855  21.94338417]	[ 21.27526855  21.62929544]	0.0437115
261000	TRAINING	0.000499999999905	0	1.0	[ 18.70852661  18.56548309]	[ 18.98680353  18.56548309]	0.0533465
261500	TRAINING	0.000499999999905	1	1.0	[ 11.63279438  11.57678032]	[ 11.63279438  11.33266788]	0.0256651
262000	TRAINING	0.000499999999905	0	1.0	[ 20.4639492   20.99757576]	[ 20.4639492   21.10121164]	1.10752
262500	TRAINING	0.000499999999905	0	1.0	[ 2.44347835  2.80580807]	[ 2.84195001  2.80580807]	0.0351988
263000	TRAINING	0.000499999999905	0	1.0	[ 17.22223663  18.24345398]	[ 17.22223663  18.38360949]	0.688147
263500	TRAINING	0.000499999999905	1	1.0	[ 19.72379875  19.67307281]	[ 19.87595177  19.67307281]	0.0159417
264000	TRAINING	0.000499999999905	0	1.0	[ 22.44305611  22.94908524]	[ 22.44305611  22.78533039]	1.24357
264500	TRAINING	0.000499999999905	1	1.0	[ 22.86252975  21.70221138]	[ 22.85299883  21.70221138]	0.11263
265000	TRAINING	0.000499999999905	1	1.0	[ 21.17261124  21.28568077]	[ 21.31616697  21.28568077]	0.0212275
265500	TRAINING	0.000499999999905	0	1.0	[ 4.25242567  4.07090425]	[ 4.4144446   4.07090425]	0.0313005
266000	TRAINING	0.000499999999905	1	1.0	[ 22.10836792  21.11258888]	[ 22.06122828  21.11258888]	0.231343
266500	TRAINING	0.000499999999905	1	1.0	[ 21.39505386  21.89149857]	[ 22.05674725  21.89149857]	0.114877
267000	TRAINING	0.000499999999905	0	1.0	[ 19.41770363  19.43100357]	[ 19.41770363  19.99356203]	0.0489313
267500	TRAINING	0.000499999999905	1	1.0	[ 22.17577934  23.78118324]	[ 22.17577934  23.67663488]	0.0499556
268000	TRAINING	0.000499999999905	0	1.0	[ 20.53376579  20.81869698]	[ 20.64687366  20.81869698]	0.0223156
268500	TRAINING	0.000499999999905	0	1.0	[ 21.11507416  20.32528687]	[ 21.11507416  20.24614315]	0.027445
269000	TRAINING	0.000499999999905	0	1.0	[ 4.67638588  3.76671505]	[ 4.67638588  4.71619089]	0.10959
269500	TRAINING	0.000499999999905	0	1.0	[ 20.0387249  19.5920887]	[ 20.0387249   19.74833937]	0.0539845
270000	TRAINING	0.000499999999905	1	1.0	[ 17.14052582  16.2483654 ]	[ 17.4658247  16.2483654]	0.0320892
270500	TRAINING	0.000499999999905	1	1.0	[ 18.53609848  17.50759506]	[ 18.50709419  17.50759506]	0.0747034
271000	TRAINING	0.000499999999905	1	1.0	[ 12.42768192   4.23113823]	[ 13.97001648   4.23113823]	0.0609695
271500	TRAINING	0.000499999999905	0	1.0	[ 20.97105789  21.02767754]	[ 21.10256157  21.02767754]	0.0674196
272000	TRAINING	0.000499999999905	1	1.0	[ 16.795187    15.75688457]	[ 17.15422735  15.75688457]	1.07734
272500	TRAINING	0.000499999999905	1	1.0	[ 21.58679199  20.21826744]	[ 21.32962093  20.21826744]	1.20275
273000	TRAINING	0.000499999999905	0	1.0	[ 17.63501167  18.11438942]	[ 17.63501167  18.09031134]	0.355007
273500	TRAINING	0.000499999999905	1	1.0	[ 18.70292854  19.09283638]	[ 18.70292854  18.92187843]	0.0365276
274000	TRAINING	0.000499999999905	0	1.0	[ 16.73622894  17.1332531 ]	[ 16.73622894   1.        ]	2.96955
274500	TRAINING	0.000499999999905	0	1.0	[ 21.16374969  20.07652473]	[ 21.01852188  20.07652473]	0.0433125
275000	TRAINING	0.000499999999905	0	1.0	[ 19.20812798  19.22340012]	[ 19.32001781  19.22340012]	0.229268
275500	TRAINING	0.000499999999905	1	1.0	[ 21.38048553  21.20805359]	[ 20.92909336  21.20805359]	1.55199
276000	TRAINING	0.000499999999905	1	1.0	[ 16.7409668   16.89810181]	[ 16.7409668   17.47404747]	2.68327
276500	TRAINING	0.000499999999905	1	1.0	[ 17.19434738  17.60552025]	[ 17.19434738  17.77676249]	0.0550077
277000	TRAINING	0.000499999999905	1	1.0	[ 19.65633774  20.04452133]	[ 19.65633774  20.41460123]	0.0657891
277500	TRAINING	0.000499999999905	0	1.0	[ 20.96534729  20.75616074]	[ 20.96534729  20.77324848]	1.34556
278000	TRAINING	0.000499999999905	0	1.0	[ 16.93557549  15.08726025]	[ 17.52376642  15.08726025]	0.0497446
278500	TRAINING	0.000499999999905	1	1.0	[ 18.8435688   19.13604546]	[ 18.96056786  19.13604546]	0.0822348
279000	TRAINING	0.000499999999905	1	1.0	[ 17.25471115  17.014925  ]	[ 17.25471115  17.01053181]	1.7214
279500	TRAINING	0.000499999999905	0	1.0	[ 22.72673798  25.23122406]	[ 24.41925726  25.23122406]	14.8759
280000	TRAINING	0.000499999999905	1	1.0	[ 13.49996662  13.42115021]	[ 13.20248299  13.42115021]	0.305139
280500	TRAINING	0.000499999999905	1	1.0	[ 19.35108566  19.31351089]	[ 19.35108566  19.34962921]	1.00135
281000	TRAINING	0.000499999999905	0	1.0	[ 21.18660736  20.1951561 ]	[ 21.18660736  19.48827114]	1.03177
281500	TRAINING	0.000499999999905	0	1.0	[ 19.77460289  20.17043877]	[ 19.77460289  20.66219759]	0.096383
282000	TRAINING	0.000499999999905	0	1.0	[ 19.89882278  20.04751778]	[ 19.89882278  19.53577585]	0.820415
282500	TRAINING	0.000499999999905	0	1.0	[ 21.43048477  21.45291519]	[ 21.22434845  21.45291519]	0.0835039
283000	TRAINING	0.000499999999905	1	1.0	[ 20.53132057  20.19096375]	[ 20.53132057  20.88055582]	0.0953966
283500	TRAINING	0.000499999999905	0	1.0	[ 19.42836571  18.99064636]	[ 19.61756325  18.99064636]	0.0890462
284000	TRAINING	0.000499999999905	0	1.0	[ 21.39964676  21.77227974]	[ 21.28138418  21.77227974]	0.751152
284500	TRAINING	0.000499999999905	0	1.0	[ 20.12306976  19.75930023]	[ 20.55197477  19.75930023]	0.822463
285000	TRAINING	0.000499999999905	0	1.0	[ 18.79013634  19.50380516]	[ 18.79013634  19.53156481]	0.0439214
285500	TRAINING	0.000499999999905	1	1.0	[ 8.71728897  9.71969891]	[  8.71728897  10.52663884]	0.0268651
286000	TRAINING	0.000499999999905	0	1.0	[ 5.11510324  6.07055283]	[ 5.11510324  6.66468992]	0.0369501
286500	TRAINING	0.000499999999905	0	1.0	[ 20.87399101  20.95371246]	[ 20.87399101  21.03631191]	0.024877
287000	TRAINING	0.000499999999905	1	1.0	[ 20.39335442  20.7602787 ]	[ 20.39335442  20.63175268]	1.7335
287500	TRAINING	0.000499999999905	1	1.0	[ 18.59307861  18.17341614]	[ 18.92283516  18.17341614]	0.842776
288000	TRAINING	0.000499999999905	0	1.0	[ 20.5159874   21.13269234]	[ 20.5159874   21.18402281]	0.0263821
288500	TRAINING	0.000499999999905	1	1.0	[ 21.8163414   22.28766823]	[ 21.8163414   22.38945055]	1.70714
289000	TRAINING	0.000499999999905	0	1.0	[ 18.83517647  18.0093441 ]	[ 18.83517647  18.7881361 ]	1.30064
289500	TRAINING	0.000499999999905	0	1.0	[ 20.07500076  19.83898926]	[ 19.81562729  19.83898926]	0.604741
290000	TRAINING	0.000499999999905	0	1.0	[ 16.88386536  17.61245728]	[ 16.88386536  17.85886335]	0.0478218
290500	TRAINING	0.000499999999905	1	1.0	[ 13.62913895  13.47955036]	[ 13.5518846   13.47955036]	0.0433386
291000	TRAINING	0.000499999999905	1	1.0	[ 20.97971916  20.98598671]	[ 21.03312283  20.98598671]	0.043984
291500	TRAINING	0.000499999999905	1	1.0	[ 22.82691956  22.05337143]	[ 22.92748756  22.05337143]	0.976672
292000	TRAINING	0.000499999999905	0	1.0	[ 19.77753639  16.72715378]	[ 20.82674723  16.72715378]	0.239792
292500	TRAINING	0.000499999999905	0	1.0	[ 16.32794952  15.77331543]	[ 16.42440662  15.77331543]	0.844779
293000	TRAINING	0.000499999999905	1	1.0	[ 21.67677689  20.91761017]	[ 21.67677689  21.06725149]	0.0333621
293500	TRAINING	0.000499999999905	0	1.0	[ 20.78280067  20.78055   ]	[ 20.78280067  20.64749517]	0.0383893
294000	TRAINING	0.000499999999905	1	1.0	[ 11.80802441  12.36547375]	[ 11.80802441  12.96511164]	0.0642151
294500	TRAINING	0.000499999999905	0	1.0	[ 21.7974987   21.99686432]	[ 21.804842    21.99686432]	0.828679
295000	TRAINING	0.000499999999905	1	1.0	[ 20.54162025  19.69152069]	[ 20.58541851  19.69152069]	0.112212
295500	TRAINING	0.000499999999905	1	1.0	[ 22.05098152  21.45750809]	[ 21.81519384  21.45750809]	1.37511
296000	TRAINING	0.000499999999905	0	1.0	[ 21.8957634   22.30967903]	[ 22.20289621  22.30967903]	0.0557725
296500	TRAINING	0.000499999999905	0	1.0	[ 11.52950382  11.95313168]	[ 11.52950382  12.13991547]	2.14564
297000	TRAINING	0.000499999999905	0	1.0	[ 21.40129852  21.78414345]	[ 21.40129852  21.54084902]	0.0905461
297500	TRAINING	0.000499999999905	1	1.0	[ 19.13293457  18.41667366]	[ 19.25713482  18.41667366]	0.0685254
298000	TRAINING	0.000499999999905	0	1.0	[ 21.64589882  21.68142891]	[ 21.81694784  21.68142891]	0.0535774
298500	TRAINING	0.000499999999905	1	1.0	[ 21.24851799  20.49685097]	[ 21.19036474  20.49685097]	0.0539519
299000	TRAINING	0.000499999999905	0	1.0	[ 18.42908669  18.34672928]	[ 18.389888    18.34672928]	0.0371959
299500	TRAINING	0.000499999999905	1	1.0	[ 19.3535347   19.54769516]	[ 19.3535347   19.55042934]	0.23961
300000	TRAINING	0.000499999999905	1	1.0	[ 18.93675804  18.94604874]	[ 19.07112045  18.94604874]	0.0338583
300500	TRAINING	0.000499999999905	0	1.0	[ 22.17278481  22.6000843 ]	[ 22.17278481  22.31131067]	0.0281504
301000	TRAINING	0.000499999999905	1	1.0	[ 18.74112892  19.12904167]	[ 18.74112892  18.87461834]	0.0666853
301500	TRAINING	0.000499999999905	0	1.0	[ 10.5811882   10.83854961]	[ 10.71607695  10.83854961]	0.0223443
302000	TRAINING	0.000499999999905	1	1.0	[ 17.60783386  17.98001289]	[ 17.60783386  17.84567032]	0.10975
302500	TRAINING	0.000499999999905	1	1.0	[ 20.67552757  20.11065483]	[ 20.51398478  20.11065483]	0.159204
303000	TRAINING	0.000499999999905	1	1.0	[ 14.05812073  13.62433815]	[ 14.34533939  13.62433815]	1.13534
303500	TRAINING	0.000499999999905	1	1.0	[ 16.73912811  16.62002373]	[ 16.73912811  16.97670755]	0.0468491
304000	TRAINING	0.000499999999905	1	1.0	[ 22.14673233  22.07743073]	[ 22.21642265  22.07743073]	0.0337146
304500	TRAINING	0.000499999999905	0	1.0	[ 13.93300724  13.6516571 ]	[ 14.33903551  13.6516571 ]	0.0818453
305000	TRAINING	0.000499999999905	0	1.0	[ 20.40741348  20.82291794]	[ 20.40741348  20.85838804]	0.0416821
305500	TRAINING	0.000499999999905	0	1.0	[ 12.62306595  11.77860165]	[ 12.62306595  10.68802023]	0.0356234
306000	TRAINING	0.000499999999905	0	1.0	[ 14.009902    13.91458321]	[ 13.74347806  13.91458321]	0.549398
306500	TRAINING	0.000499999999905	1	1.0	[ 16.02525711  15.84970474]	[ 16.02525711  16.27318592]	0.0364657
307000	TRAINING	0.000499999999905	0	1.0	[ 10.43823051  10.68721962]	[ 10.43823051  10.7577045 ]	0.700038
307500	TRAINING	0.000499999999905	0	1.0	[ 16.06796265  15.33029461]	[ 16.13171639  15.33029461]	0.0678175
308000	TRAINING	0.000499999999905	1	1.0	[ 21.19020081  21.0636692 ]	[ 21.19020081  21.04692106]	0.707058
308500	TRAINING	0.000499999999905	0	1.0	[ 20.36936378  20.35299873]	[ 20.36936378  20.46084299]	0.0335716
309000	TRAINING	0.000499999999905	0	1.0	[ 10.66457081  10.7524147 ]	[ 10.80273857  10.7524147 ]	0.305909
309500	TRAINING	0.000499999999905	1	1.0	[ 21.71769524  21.77339363]	[ 21.70901175  21.77339363]	0.0439362
310000	TRAINING	0.000499999999905	0	1.0	[ 18.52562141  18.91374969]	[ 18.52562141  18.99526911]	0.0763051
310500	TRAINING	0.000499999999905	0	1.0	[ 20.08403969  20.33222961]	[ 20.08403969  20.13420076]	0.421679
311000	TRAINING	0.000499999999905	1	1.0	[ 20.27163696  20.3548317 ]	[ 20.27163696  20.07713785]	0.0450547
311500	TRAINING	0.000499999999905	0	1.0	[ 21.86263657  21.07380867]	[ 21.74003105  21.07380867]	0.0194263
312000	TRAINING	0.000499999999905	0	1.0	[ 20.85789871  20.82087708]	[ 20.93704977  20.82087708]	0.51463
312500	TRAINING	0.000499999999905	1	1.0	[ 21.72535896  20.98208237]	[ 21.73036776  20.98208237]	0.0439498
313000	TRAINING	0.000499999999905	0	1.0	[ 21.25297165  21.50333405]	[ 21.25297165  21.57646532]	0.0282094
313500	TRAINING	0.000499999999905	0	1.0	[ 20.685606    20.17198944]	[ 20.79570255  20.17198944]	0.0226898
314000	TRAINING	0.000499999999905	0	1.0	[ 12.54293346  13.02689934]	[ 12.54293346  13.00627804]	0.0324544
314500	TRAINING	0.000499999999905	1	1.0	[ 24.59231949  24.25203323]	[ 24.59231949  24.49141035]	0.164779
315000	TRAINING	0.000499999999905	0	1.0	[ 25.65977097  24.93434525]	[ 25.65977097  25.23641911]	2.21402
315500	TRAINING	0.000499999999905	1	1.0	[ 20.88300133  21.22444916]	[ 20.88300133  21.10696831]	0.0592974
316000	TRAINING	0.000499999999905	0	1.0	[ 20.49184227  20.48861885]	[ 20.49184227  20.52728653]	0.254192
316500	TRAINING	0.000499999999905	0	1.0	[ 20.5251236   20.41713715]	[ 20.4314291   20.41713715]	0.0294402
317000	TRAINING	0.000499999999905	1	1.0	[ 14.45522785  14.21739197]	[ 14.57534866  14.21739197]	0.123739
317500	TRAINING	0.000499999999905	1	1.0	[ 21.22102356  19.97759628]	[ 21.33567114  19.97759628]	0.850012
318000	TRAINING	0.000499999999905	1	1.0	[ 21.07733536  21.1380043 ]	[ 21.36031227  21.1380043 ]	0.169436
318500	TRAINING	0.000499999999905	1	1.0	[ 20.86037064  20.74025917]	[ 20.86791363  20.74025917]	0.0395912
319000	TRAINING	0.000499999999905	0	1.0	[ 20.66395378  20.42213821]	[ 20.90555573  20.42213821]	0.339975
319500	TRAINING	0.000499999999905	1	1.0	[ 20.42833328  20.09267807]	[ 20.42833328  20.14877996]	0.0324169
320000	TRAINING	0.000499999999905	1	1.0	[ 19.71411705  20.45331955]	[ 19.81879282  20.45331955]	0.999336
320500	TRAINING	0.000499999999905	1	1.0	[ 20.9763298   20.59389687]	[ 20.80964937  20.59389687]	0.588501
321000	TRAINING	0.000499999999905	0	1.0	[ 21.79805946  21.83865166]	[ 21.79805946  21.84747248]	0.0413471
321500	TRAINING	0.000499999999905	1	1.0	[ 23.13145638  22.67939758]	[ 22.9972271   22.67939758]	0.0387632
322000	TRAINING	0.000499999999905	0	1.0	[ 21.13458824  20.98248672]	[ 21.09813128  20.98248672]	0.153009
322500	TRAINING	0.000499999999905	0	1.0	[ 20.0067997   19.99563217]	[ 20.0067997   20.03886518]	0.0207385
323000	TRAINING	0.000499999999905	1	1.0	[ 12.87597847  13.1932621 ]	[ 12.87597847  13.33514447]	0.0315128
