TIME_STEP	STAGE	EPSILON	ACTION	REWARD	Qs_PREDICTED_EXAMPLE	Qs_TARGET_EXAMPLE	Loss
20000	TRAINING	0.00999999999992	0	1.0	[ 4.38597012  4.59184837]	[ 4.38597012  4.57998471]	0.119835
20500	TRAINING	0.00999999999992	1	1.0	[ 2.66490722  2.59560156]	[ 1.          2.59560156]	0.302507
21000	TRAINING	0.00999999999992	1	1.0	[ 3.86882591  3.9140234 ]	[ 3.86882591  4.01600435]	0.0274562
21500	TRAINING	0.00999999999992	0	1.0	[ 6.2471056   6.63491058]	[ 6.2471056   6.65667453]	0.380984
22000	TRAINING	0.00999999999992	1	1.0	[ 5.84588528  6.2927084 ]	[ 5.84588528  6.30215044]	0.120976
22500	TRAINING	0.00999999999992	0	1.0	[ 3.78125238  3.61472559]	[ 4.23316092  3.61472559]	0.215291
23000	TRAINING	0.00999999999992	0	1.0	[ 4.02809763  3.78987861]	[ 4.45874243  3.78987861]	0.261117
23500	TRAINING	0.00999999999992	1	1.0	[ 5.85608864  6.31328869]	[ 5.85608864  6.38737302]	0.339825
24000	TRAINING	0.00999999999992	0	1.0	[ 6.8308897   7.37953711]	[ 6.8308897   7.44998698]	0.393829
24500	TRAINING	0.00999999999992	0	1.0	[ 4.79157305  4.63030624]	[ 5.08688359  4.63030624]	0.207039
25000	TRAINING	0.00999999999992	1	1.0	[ 4.08957195  4.08061695]	[ 4.08957195  4.35171628]	0.367413
25500	TRAINING	0.00999999999992	0	1.0	[ 3.94835329  3.80070591]	[ 4.2577733   3.80070591]	0.0932858
26000	TRAINING	0.00999999999992	0	1.0	[ 3.10838795  2.96622276]	[ 1.          2.96622276]	0.243348
26500	TRAINING	0.00999999999992	1	1.0	[ 3.08614683  3.14604211]	[ 3.08614683  1.        ]	0.247272
27000	TRAINING	0.00999999999992	1	1.0	[ 7.14647532  7.63002014]	[ 7.14647532  7.61415277]	0.215634
27500	TRAINING	0.00999999999992	1	1.0	[ 5.16201305  5.19305944]	[ 5.16201305  5.33615179]	0.200436
28000	TRAINING	0.00999999999992	0	1.0	[ 4.62905741  4.73571301]	[ 4.62905741  4.90874114]	0.186979
28500	TRAINING	0.00999999999992	1	1.0	[ 3.8950243   3.96395516]	[ 3.8950243   4.24712965]	0.205286
29000	TRAINING	0.00999999999992	1	1.0	[ 6.82612514  7.29189968]	[ 6.82612514  7.22344546]	0.0909736
29500	TRAINING	0.00999999999992	0	1.0	[ 4.23043346  4.20319891]	[ 4.23043346  4.41039572]	0.156577
30000	TRAINING	0.00999999999992	1	1.0	[ 3.9885869   4.02048016]	[ 3.9885869   4.28740892]	0.16683
30500	TRAINING	0.00999999999992	1	1.0	[ 3.35268331  3.21600771]	[ 3.58363783  3.21600771]	0.0824252
31000	TRAINING	0.00999999999992	0	1.0	[ 7.45353365  7.78476095]	[ 7.45353365  7.77266617]	0.103357
31500	TRAINING	0.00999999999992	0	1.0	[ 3.50441718  3.50965691]	[ 3.50441718  3.79628358]	0.161469
32000	TRAINING	0.00999999999992	0	1.0	[ 5.75209475  5.83481169]	[ 5.75209475  5.86140428]	0.127172
32500	TRAINING	0.00999999999992	1	1.0	[ 2.70221472  2.70649576]	[ 2.70221472  1.        ]	0.151046
33000	TRAINING	0.00999999999992	1	1.0	[ 6.28406191  6.17367887]	[ 6.33468843  6.17367887]	0.0227793
33500	TRAINING	0.00999999999992	1	1.0	[ 3.9117465   4.01273584]	[ 3.9117465   4.17705812]	0.0130574
34000	TRAINING	0.00999999999992	0	1.0	[ 5.89308596  5.91433096]	[ 6.11428938  5.91433096]	0.0848745
34500	TRAINING	0.00999999999992	0	1.0	[ 6.09415674  6.14643764]	[ 6.31643481  6.14643764]	0.0127996
35000	TRAINING	0.00999999999992	0	1.0	[ 3.73015165  3.78383136]	[ 3.73015165  3.9367573 ]	0.132135
35500	TRAINING	0.00999999999992	1	1.0	[ 6.37135553  6.46364021]	[ 6.37135553  6.45424886]	0.0951708
36000	TRAINING	0.00999999999992	1	1.0	[ 4.94856024  4.87179184]	[ 5.09234715  4.87179184]	0.00727913
36500	TRAINING	0.00999999999992	0	1.0	[ 4.4134016   4.33805513]	[ 4.57653368  4.33805513]	0.0567599
37000	TRAINING	0.00999999999992	1	1.0	[ 4.54979515  4.65899944]	[ 4.54979515  4.78516426]	0.0685484
37500	TRAINING	0.00999999999992	0	1.0	[ 7.08191109  7.27254629]	[ 7.08191109  7.32018309]	0.0139643
38000	TRAINING	0.00999999999992	0	1.0	[ 6.62965822  7.05179358]	[ 6.62965822  7.19928412]	0.0288318
38500	TRAINING	0.00999999999992	0	1.0	[ 1.97270513  2.01677752]	[ 1.97270513  1.        ]	0.0347811
39000	TRAINING	0.00999999999992	1	1.0	[ 4.57595348  4.66550636]	[ 4.57595348  4.72848382]	0.0107454
39500	TRAINING	0.00999999999992	1	1.0	[ 5.73154736  5.66889477]	[ 5.78925028  5.66889477]	0.0301542
40000	TRAINING	0.00999999999992	1	1.0	[ 1.91562939  1.81624103]	[ 1.          1.81624103]	0.0270254
40500	TRAINING	0.00999999999992	0	1.0	[ 3.88057303  3.9305377 ]	[ 3.88057303  4.06219413]	0.041192
41000	TRAINING	0.00999999999992	1	1.0	[ 3.67829299  3.74857974]	[ 3.67829299  3.87800899]	0.0429351
41500	TRAINING	0.00999999999992	1	1.0	[ 3.85665298  3.93404627]	[ 3.85665298  4.05020401]	0.0284122
42000	TRAINING	0.00999999999992	0	1.0	[ 2.40267062  2.27899933]	[ 1.          2.27899933]	0.0449741
42500	TRAINING	0.00999999999992	1	1.0	[ 6.51512671  6.58500195]	[ 6.51512671  6.60767164]	0.00454958
43000	TRAINING	0.00999999999992	1	1.0	[ 2.48274875  2.64364338]	[ 2.48274875  2.84805617]	0.016202
43500	TRAINING	0.00999999999992	0	1.0	[ 4.40297222  4.53817272]	[ 4.40297222  4.62721477]	0.0556922
44000	TRAINING	0.00999999999992	0	1.0	[ 6.90154648  6.96513557]	[ 6.90154648  6.90857472]	0.00827723
44500	TRAINING	0.00999999999992	1	1.0	[ 8.05636406  8.33448601]	[ 8.05636406  8.3281744 ]	0.0036231
45000	TRAINING	0.00999999999992	0	1.0	[ 7.02068043  6.89751196]	[ 6.9336875   6.89751196]	0.0154382
45500	TRAINING	0.00999999999992	1	1.0	[ 6.15717649  6.20294523]	[ 6.15717649  6.20492401]	0.00528891
46000	TRAINING	0.00999999999992	1	1.0	[ 4.1127758   4.17620802]	[ 4.1127758   4.27761157]	0.0145515
46500	TRAINING	0.00999999999992	0	1.0	[ 7.34399605  7.60592508]	[ 7.34399605  7.588416  ]	0.0341772
47000	TRAINING	0.00999999999992	0	1.0	[ 3.09145355  3.19464087]	[ 3.09145355  3.31168737]	0.00255608
47500	TRAINING	0.00999999999992	1	1.0	[ 1.9104321   1.96430659]	[ 1.9104321  1.       ]	0.0296228
48000	TRAINING	0.00999999999992	1	1.0	[ 6.84641695  6.64844513]	[ 6.74791212  6.64844513]	0.0188761
48500	TRAINING	0.00999999999992	0	1.0	[ 8.16539478  8.12727833]	[ 8.22933521  8.12727833]	0.0168683
49000	TRAINING	0.00999999999992	0	1.0	[ 4.33648014  4.30425167]	[ 4.50219679  4.30425167]	3.19156
49500	TRAINING	0.00999999999992	1	1.0	[ 7.36888361  7.29096603]	[ 7.38679929  7.29096603]	0.0387721
50000	TRAINING	0.00999999999992	1	1.0	[ 8.92289257  8.98102951]	[ 8.92289257  8.92069025]	0.0327013
50500	TRAINING	0.00999999999992	1	1.0	[ 6.07747316  6.14925623]	[ 6.07747316  6.17655826]	0.0213595
51000	TRAINING	0.00999999999992	1	1.0	[ 8.96481895  9.05674744]	[ 8.96481895  9.0198513 ]	0.0243345
51500	TRAINING	0.00999999999992	0	1.0	[ 6.88458681  6.94182491]	[ 6.88458681  6.94546518]	0.0870164
52000	TRAINING	0.00999999999992	0	1.0	[ 9.02440643  8.95970535]	[ 9.02440643  9.07288265]	3.57694
52500	TRAINING	0.00999999999992	0	1.0	[ 7.18537235  7.29536104]	[ 7.18537235  7.4892837 ]	0.0464018
53000	TRAINING	0.00999999999992	1	1.0	[ 8.55433369  8.63274288]	[ 8.70455656  8.63274288]	2.7138
53500	TRAINING	0.00999999999992	1	1.0	[ 9.15436935  9.31338024]	[ 9.15436935  9.38489265]	0.122969
54000	TRAINING	0.00999999999992	1	1.0	[ 6.51640177  6.48273277]	[ 6.51640177  6.48138123]	0.0683637
54500	TRAINING	0.00999999999992	0	1.0	[ 8.86754704  8.771245  ]	[ 8.91805525  8.771245  ]	0.0763331
55000	TRAINING	0.00999999999992	0	1.0	[ 8.56862545  8.49560928]	[ 8.65848866  8.49560928]	0.0973294
55500	TRAINING	0.00999999999992	1	1.0	[ 10.70415592  11.00730038]	[ 10.70415592  11.14370594]	2.3495
56000	TRAINING	0.00999999999992	1	1.0	[ 5.13722658  5.13191605]	[ 5.49381547  5.13191605]	0.187084
56500	TRAINING	0.00999999999992	1	1.0	[ 7.07626867  7.18477345]	[ 7.07626867  7.18392944]	0.0492992
57000	TRAINING	0.00999999999992	0	1.0	[ 8.3046608   8.11748314]	[ 8.30041332  8.11748314]	0.0511702
57500	TRAINING	0.00999999999992	1	1.0	[ 9.11066151  9.17107868]	[ 9.11066151  9.34842405]	0.0179251
58000	TRAINING	0.00999999999992	0	1.0	[ 3.80531001  3.80145168]	[ 3.80531001  3.95541775]	0.0169657
58500	TRAINING	0.00999999999992	1	1.0	[ 4.02305508  3.888798  ]	[ 4.38651676  3.888798  ]	0.215053
59000	TRAINING	0.00999999999992	1	1.0	[ 4.89484119  4.99206257]	[ 4.89484119  5.10456772]	0.189458
59500	TRAINING	0.00999999999992	0	1.0	[ 7.35527468  7.57597542]	[ 7.35527468  7.70312915]	0.0116155
60000	TRAINING	0.00999999999992	1	1.0	[ 9.67505646  9.52961636]	[ 9.58716555  9.52961636]	0.243757
60500	TRAINING	0.00999999999992	1	1.0	[ 7.61767483  7.67927217]	[ 7.61767483  7.72677593]	0.0139246
61000	TRAINING	0.00999999999992	1	1.0	[ 6.23636675  6.08373642]	[ 6.48523159  6.08373642]	0.164061
61500	TRAINING	0.00999999999992	0	1.0	[ 9.07570267  8.95864201]	[ 9.08351793  8.95864201]	0.106889
62000	TRAINING	0.00999999999992	0	1.0	[ 9.53287697  9.23880768]	[ 9.38769588  9.23880768]	0.0168535
62500	TRAINING	0.00999999999992	1	1.0	[ 8.53965569  8.53827381]	[ 8.53965569  8.52955208]	0.163938
63000	TRAINING	0.00999999999992	0	1.0	[ 9.73026657  9.60365105]	[ 9.72165709  9.60365105]	2.6167
63500	TRAINING	0.00999999999992	0	1.0	[ 9.89376354  9.80364418]	[ 9.84803419  9.80364418]	0.0171766
64000	TRAINING	0.00999999999992	0	1.0	[ 7.77239943  7.88764238]	[ 7.77239943  8.195263  ]	0.0268834
64500	TRAINING	0.00999999999992	0	1.0	[ 8.37432861  8.33535767]	[ 8.50030785  8.33535767]	0.0187466
65000	TRAINING	0.00999999999992	1	1.0	[ 10.56562328  10.775527  ]	[ 10.56562328  10.7299119 ]	0.0133348
65500	TRAINING	0.00999999999992	0	1.0	[ 6.24898529  6.10058928]	[ 6.60742531  6.10058928]	0.0271369
66000	TRAINING	0.00999999999992	1	1.0	[ 10.2556591   10.11027718]	[ 10.10984097  10.11027718]	0.0112564
66500	TRAINING	0.00999999999992	0	1.0	[ 8.69595051  8.73275661]	[ 8.69595051  8.78977957]	0.00829677
67000	TRAINING	0.00999999999992	1	1.0	[ 6.58384275  6.56400061]	[ 6.88692307  6.56400061]	1.81992
67500	TRAINING	0.00999999999992	0	1.0	[ 10.25577927  10.3143177 ]	[ 10.25577927   1.        ]	1.86869
68000	TRAINING	0.00999999999992	0	1.0	[ 6.09597445  5.87794495]	[ 6.12323337  5.87794495]	0.0892776
68500	TRAINING	0.00999999999992	0	1.0	[ 5.8636384  5.9107399]	[ 5.8636384   6.68988113]	1.40434
69000	TRAINING	0.00999999999992	0	1.0	[ 8.89409161  9.29511547]	[ 8.89409161  9.29047804]	1.83038
69500	TRAINING	0.00999999999992	1	1.0	[ 6.91785192  6.85025692]	[ 7.22261505  6.85025692]	0.0280828
70000	TRAINING	0.00999999999992	1	1.0	[ 6.8910284  6.9178791]	[ 6.8910284  6.9852932]	1.34864
70500	TRAINING	0.00999999999992	0	1.0	[ 7.81038427  7.82572556]	[ 7.81038427  7.92415862]	0.01919
71000	TRAINING	0.00999999999992	0	1.0	[ 9.02686882  8.84472466]	[ 9.07365341  8.84472466]	0.0188084
71500	TRAINING	0.00999999999992	1	1.0	[ 7.58458042  7.66092825]	[ 7.58458042  7.58791304]	0.00834848
72000	TRAINING	0.00999999999992	1	1.0	[ 10.319911   10.2822752]	[ 10.25881214  10.2822752 ]	0.0086109
72500	TRAINING	0.00999999999992	1	1.0	[ 9.47192764  9.52727032]	[ 9.47192764  9.66000748]	1.35286
73000	TRAINING	0.00999999999992	1	1.0	[ 8.21571732  8.12287331]	[ 8.29231348  8.12287331]	0.00732232
73500	TRAINING	0.00999999999992	1	1.0	[ 9.44174385  9.53477764]	[ 9.44174385  9.64527121]	0.00855229
74000	TRAINING	0.00999999999992	0	1.0	[ 9.9451685  9.8470211]	[ 9.87109776  9.8470211 ]	0.00538091
74500	TRAINING	0.00999999999992	1	1.0	[ 9.51077366  9.40914822]	[ 9.51890783  9.40914822]	0.00913677
75000	TRAINING	0.00999999999992	1	1.0	[ 9.6378212   9.37509251]	[ 9.69449253  9.37509251]	0.00591625
75500	TRAINING	0.00999999999992	0	1.0	[ 7.81202602  7.88537502]	[ 7.81202602  8.07838607]	0.00538193
76000	TRAINING	0.00999999999992	0	1.0	[ 9.50413036  9.5357008 ]	[ 9.50413036  9.58540344]	0.0053615
76500	TRAINING	0.00999999999992	1	1.0	[ 10.29282379  10.39260578]	[ 10.29282379  10.29874659]	0.00398719
77000	TRAINING	0.00999999999992	1	1.0	[ 7.67942095  7.74754143]	[ 7.67942095  7.92878404]	0.677455
77500	TRAINING	0.00999999999992	1	1.0	[ 10.14511967  10.15110779]	[ 10.14511967  10.04289217]	0.00494458
78000	TRAINING	0.00999999999992	1	1.0	[  9.97549438  10.04575825]	[  9.97549438  10.0824378 ]	0.00506599
78500	TRAINING	0.00999999999992	0	1.0	[ 9.61574173  9.61250687]	[ 9.70097103  9.61250687]	0.00495116
79000	TRAINING	0.00999999999992	0	1.0	[ 7.80629158  7.88854027]	[ 7.80629158  8.03112898]	0.0109202
79500	TRAINING	0.00999999999992	1	1.0	[ 6.1123538   6.07021332]	[ 6.26791816  6.07021332]	0.436102
80000	TRAINING	0.00999999999992	1	1.0	[ 10.19890785   9.95067883]	[ 10.24837255   9.95067883]	0.0108592
80500	TRAINING	0.00999999999992	1	1.0	[ 8.81337166  8.78749371]	[ 8.90731611  8.78749371]	0.551262
81000	TRAINING	0.00999999999992	0	1.0	[ 8.03250408  8.13493443]	[ 8.03250408  8.24787207]	0.00669669
81500	TRAINING	0.00999999999992	0	1.0	[ 5.15820217  5.21719551]	[ 5.15820217  5.64022803]	0.0133186
82000	TRAINING	0.00999999999992	0	1.0	[ 9.59903908  9.54400158]	[ 9.56601343  9.54400158]	1.53477
82500	TRAINING	0.00999999999992	0	1.0	[ 8.07742786  7.93540478]	[ 8.01785526  7.93540478]	0.00578951
83000	TRAINING	0.00999999999992	1	1.0	[ 9.85364628  9.97697926]	[  9.85364628  10.00993919]	0.00814877
83500	TRAINING	0.00999999999992	0	1.0	[ 8.37910366  8.5195303 ]	[ 8.37910366  8.69005632]	0.00714306
84000	TRAINING	0.00999999999992	1	1.0	[ 10.45329666  10.21556473]	[ 10.44329834  10.21556473]	0.00989627
84500	TRAINING	0.00999999999992	1	1.0	[ 11.40466118  11.51608467]	[ 11.40466118  11.24138899]	0.00741585
85000	TRAINING	0.00999999999992	0	1.0	[ 10.26820278  10.42648506]	[ 10.26820278  10.32595148]	0.00761974
85500	TRAINING	0.00999999999992	0	1.0	[ 7.36319065  7.36076117]	[ 7.48709588  7.36076117]	0.0182663
86000	TRAINING	0.00999999999992	0	1.0	[ 10.20128822   9.92131615]	[ 10.15992317   9.92131615]	0.0164445
86500	TRAINING	0.00999999999992	0	1.0	[ 8.69926739  8.74079037]	[ 8.69926739  8.81659822]	0.0199865
87000	TRAINING	0.00999999999992	1	1.0	[  9.98378468  10.09622574]	[  9.98378468  10.09841175]	0.015738
87500	TRAINING	0.00999999999992	1	1.0	[ 10.02302742  10.02037811]	[ 10.06112776  10.02037811]	0.0134046
88000	TRAINING	0.00999999999992	0	1.0	[ 10.08666515   9.79311275]	[ 10.02372789   9.79311275]	0.408069
88500	TRAINING	0.00999999999992	1	1.0	[ 9.25590324  9.4336834 ]	[ 9.25590324  9.473318  ]	0.0102092
89000	TRAINING	0.00999999999992	0	1.0	[ 9.2040472   8.93787956]	[ 9.20668154  8.93787956]	0.00784818
89500	TRAINING	0.00999999999992	1	1.0	[ 8.77196312  9.05280209]	[ 8.77196312  9.08814163]	0.00760985
90000	TRAINING	0.00999999999992	0	1.0	[ 9.44237518  9.51795578]	[ 9.44237518  9.5472929 ]	1.14563
90500	TRAINING	0.00999999999992	1	1.0	[ 9.16220379  9.18702793]	[ 9.16220379  9.31704865]	0.0111674
91000	TRAINING	0.00999999999992	1	1.0	[ 9.80819321  9.77244568]	[ 9.80819321  9.84496918]	0.00333377
91500	TRAINING	0.00999999999992	0	1.0	[ 9.82637691  9.75137043]	[ 9.86836491  9.75137043]	0.00881515
92000	TRAINING	0.00999999999992	0	1.0	[ 9.05143833  9.16127777]	[ 9.05143833  9.32892847]	0.00752789
92500	TRAINING	0.00999999999992	0	1.0	[ 8.27280045  8.28681374]	[ 8.27280045  1.        ]	0.842759
93000	TRAINING	0.00999999999992	0	1.0	[ 7.96641064  8.10770512]	[ 7.96641064  8.4896657 ]	0.820633
93500	TRAINING	0.00999999999992	0	1.0	[ 9.40408802  9.55887794]	[ 9.40408802  9.59797249]	0.00825146
94000	TRAINING	0.00999999999992	0	1.0	[ 8.58530998  8.58061028]	[ 8.58530998  8.70672035]	0.00888137
94500	TRAINING	0.00999999999992	0	1.0	[ 10.07553005   9.86423779]	[ 10.09417257   9.86423779]	0.0140119
95000	TRAINING	0.00999999999992	0	1.0	[ 10.09015179  10.02345181]	[ 10.1319973   10.02345181]	0.0106911
95500	TRAINING	0.00999999999992	0	1.0	[ 10.1626749  10.2964983]	[ 10.1626749   10.29060469]	0.014316
96000	TRAINING	0.00999999999992	0	1.0	[ 5.83501577  5.55947781]	[ 6.1279562   5.55947781]	0.00620494
96500	TRAINING	0.00999999999992	0	1.0	[ 10.05107021  10.31167889]	[ 10.05107021  10.24582853]	0.706567
97000	TRAINING	0.00999999999992	0	1.0	[ 9.29049683  9.43557549]	[ 9.29049683  9.46405516]	0.0169076
97500	TRAINING	0.00999999999992	1	1.0	[ 9.91081238  9.87028122]	[ 9.91081238  9.91851835]	0.00965874
98000	TRAINING	0.00999999999992	1	1.0	[ 8.91860485  8.55113411]	[ 8.97170029  8.55113411]	0.228811
98500	TRAINING	0.00999999999992	0	1.0	[ 9.85687351  9.83670616]	[ 9.99524841  9.83670616]	0.196016
99000	TRAINING	0.00999999999992	1	1.0	[ 10.14613628  10.0188694 ]	[ 10.23654251  10.0188694 ]	0.00540091
99500	TRAINING	0.00999999999992	1	1.0	[ 8.26558781  8.25286293]	[ 8.1599999   8.25286293]	0.0161535
100000	TRAINING	0.00999999999992	1	1.0	[ 7.07788515  7.21050501]	[ 7.07788515  6.97830701]	0.00946137
100500	TRAINING	0.00999999999992	0	1.0	[ 10.07793522   9.94677162]	[ 10.1671175    9.94677162]	0.0135692
101000	TRAINING	0.00999999999992	1	1.0	[ 7.30586958  7.16439533]	[ 7.33583517  7.16439533]	0.0161142
101500	TRAINING	0.00999999999992	1	1.0	[ 7.84039927  7.41988039]	[ 7.93866315  7.41988039]	0.034559
102000	TRAINING	0.00999999999992	0	1.0	[ 7.3566637   7.32026052]	[ 7.37724805  7.32026052]	1.68419
102500	TRAINING	0.00999999999992	1	1.0	[ 6.62133312  6.36460257]	[ 6.62133312  7.00659037]	1.19753
103000	TRAINING	0.00999999999992	0	1.0	[ 6.06307173  6.04245138]	[ 6.0952045   6.04245138]	0.818481
103500	TRAINING	0.00999999999992	0	1.0	[ 5.10870218  5.28714705]	[ 5.10870218  5.83307071]	0.361248
104000	TRAINING	0.00999999999992	1	1.0	[ 5.67265797  5.53410149]	[ 5.78165126  5.53410149]	1.13955
104500	TRAINING	0.00999999999992	0	1.0	[ 5.87127686  5.67563105]	[ 5.87127686  6.25325785]	0.314141
105000	TRAINING	0.00999999999992	0	1.0	[ 4.54531097  4.75674772]	[ 4.54531097  5.23281507]	0.528985
105500	TRAINING	0.00999999999992	0	1.0	[ 6.22583246  5.35967636]	[ 6.31178708  5.35967636]	0.351867
106000	TRAINING	0.00999999999992	0	1.0	[ 4.24832249  4.61910009]	[ 4.24832249  5.04463344]	0.48334
106500	TRAINING	0.00999999999992	0	1.0	[ 7.11080551  5.77475643]	[ 7.3439878   5.77475643]	0.394628
107000	TRAINING	0.00999999999992	0	1.0	[ 5.70428133  5.62363148]	[ 5.70428133  5.95044675]	0.374995
107500	TRAINING	0.00999999999992	0	1.0	[ 6.30527496  6.0695591 ]	[ 6.30527496  6.54654646]	0.178631
108000	TRAINING	0.00999999999992	0	1.0	[ 6.95367908  5.14527178]	[ 7.07570939  5.14527178]	0.207855
108500	TRAINING	0.00999999999992	1	1.0	[ 3.84702754  3.94102645]	[ 3.84702754  4.41960471]	0.276988
109000	TRAINING	0.00999999999992	1	1.0	[ 3.68786645  3.92252159]	[ 3.68786645  4.21639047]	0.0971669
109500	TRAINING	0.00999999999992	0	1.0	[ 6.92601633  5.86664438]	[ 7.03060751  5.86664438]	0.198528
110000	TRAINING	0.00999999999992	0	1.0	[ 6.95280695  5.71498346]	[ 7.02302823  5.71498346]	0.283037
110500	TRAINING	0.00999999999992	0	1.0	[ 2.39270234  2.40321589]	[ 2.39270234  1.        ]	0.184895
111000	TRAINING	0.00999999999992	0	1.0	[ 4.68469334  4.52910471]	[ 4.75161433  4.52910471]	0.158828
111500	TRAINING	0.00999999999992	1	1.0	[ 2.86673927  2.95344496]	[ 2.86673927  3.29745686]	0.10077
112000	TRAINING	0.00999999999992	1	1.0	[ 6.19327307  5.17265368]	[ 6.24520564  5.17265368]	0.0560477
112500	TRAINING	0.00999999999992	1	1.0	[ 5.08112812  5.02360725]	[ 5.18408513  5.02360725]	0.0978259
113000	TRAINING	0.00999999999992	1	1.0	[ 6.0762434   6.21309376]	[ 6.0762434   6.26255245]	0.047933
113500	TRAINING	0.00999999999992	1	1.0	[ 2.24154091  2.23756337]	[ 2.58667512  2.23756337]	0.0331248
114000	TRAINING	0.00999999999992	0	1.0	[ 6.91792393  5.91068792]	[ 6.91995244  5.91068792]	0.0768454
114500	TRAINING	0.00999999999992	0	1.0	[ 8.16478252  6.39779997]	[ 8.25447416  6.39779997]	0.0778924
