EPISODE	TIME_STEPS_TAKEN	TOTAL_REWARD
1200	148.0	148
1201	153.0	153
1202	154.0	154
1203	145.0	145
1204	145.0	145
1205	162.0	162
1206	146.0	146
1207	161.0	161
1208	157.0	157
1209	149.0	149
1210	153.0	153
1211	155.0	155
1212	146.0	146
1213	148.0	148
1214	159.0	159
1215	147.0	147
1216	142.0	142
1217	147.0	147
1218	157.0	157
1219	140.0	140
1220	143.0	143
1221	145.0	145
1222	146.0	146
1223	148.0	148
1224	145.0	145
1225	145.0	145
1226	154.0	154
1227	173.0	173
1228	200.0	200
1229	142.0	142
1230	200.0	200
1231	142.0	142
1232	200.0	200
1233	61.0	61
1234	44.0	44
1235	140.0	140
1236	172.0	172
1237	171.0	171
1238	168.0	168
1239	185.0	185
1240	174.0	174
1241	193.0	193
1242	183.0	183
1243	196.0	196
1244	200.0	200
1245	187.0	187
1246	189.0	189
1247	197.0	197
1248	200.0	200
1249	200.0	200
1250	197.0	197
1251	188.0	188
1252	198.0	198
1253	198.0	198
1254	184.0	184
1255	185.0	185
1256	200.0	200
1257	200.0	200
1258	186.0	186
1259	195.0	195
1260	200.0	200
1261	200.0	200
1262	200.0	200
1263	200.0	200
1264	200.0	200
1265	200.0	200
1266	90.0	90
1267	200.0	200
1268	200.0	200
1269	200.0	200
1270	200.0	200
1271	200.0	200
1272	200.0	200
1273	178.0	178
1274	200.0	200
1275	200.0	200
1276	200.0	200
1277	184.0	184
1278	190.0	190
1279	200.0	200
1280	200.0	200
1281	197.0	197
1282	184.0	184
1283	198.0	198
1284	188.0	188
1285	190.0	190
1286	179.0	179
1287	192.0	192
1288	182.0	182
1289	189.0	189
1290	200.0	200
1291	200.0	200
1292	198.0	198
1293	200.0	200
1294	200.0	200
1295	200.0	200
1296	200.0	200
1297	200.0	200
1298	200.0	200
1299	187.0	187
1300	199.0	199
1301	200.0	200
1302	200.0	200
1303	188.0	188
1304	200.0	200
1305	141.0	141
1306	200.0	200
1307	200.0	200
1308	166.0	166
1309	167.0	167
1310	160.0	160
1311	154.0	154
1312	167.0	167
1313	200.0	200
1314	200.0	200
1315	164.0	164
1316	163.0	163
1317	160.0	160
1318	200.0	200
1319	198.0	198
1320	183.0	183
1321	200.0	200
1322	200.0	200
1323	200.0	200
1324	200.0	200
1325	200.0	200
1326	200.0	200
1327	200.0	200
1328	200.0	200
1329	200.0	200
1330	200.0	200
1331	200.0	200
1332	200.0	200
1333	12.0	12
1334	200.0	200
1335	200.0	200
1336	200.0	200
1337	200.0	200
1338	200.0	200
1339	200.0	200
1340	200.0	200
1341	200.0	200
1342	200.0	200
1343	200.0	200
1344	200.0	200
1345	200.0	200
1346	140.0	140
1347	139.0	139
1348	200.0	200
1349	200.0	200
1350	200.0	200
1351	171.0	171
1352	200.0	200
1353	200.0	200
1354	60.0	60
1355	30.0	30
1356	200.0	200
1357	131.0	131
1358	137.0	137
1359	30.0	30
1360	141.0	141
1361	200.0	200
1362	123.0	123
1363	120.0	120
1364	128.0	128
1365	122.0	122
1366	115.0	115
1367	117.0	117
1368	128.0	128
1369	135.0	135
1370	120.0	120
1371	129.0	129
1372	142.0	142
1373	134.0	134
1374	137.0	137
1375	132.0	132
1376	133.0	133
1377	134.0	134
1378	25.0	25
1379	156.0	156
1380	165.0	165
1381	124.0	124
1382	87.0	87
1383	148.0	148
1384	142.0	142
1385	185.0	185
1386	156.0	156
1387	156.0	156
1388	152.0	152
1389	126.0	126
1390	120.0	120
1391	193.0	193
1392	125.0	125
1393	167.0	167
1394	141.0	141
1395	137.0	137
1396	200.0	200
1397	187.0	187
1398	200.0	200
1399	139.0	139
1400	200.0	200
1401	200.0	200
1402	181.0	181
1403	200.0	200
1404	200.0	200
1405	200.0	200
1406	200.0	200
1407	200.0	200
1408	200.0	200
1409	200.0	200
1410	200.0	200
1411	200.0	200
1412	184.0	184
1413	198.0	198
1414	199.0	199
1415	179.0	179
1416	188.0	188
1417	194.0	194
1418	200.0	200
1419	200.0	200
1420	200.0	200
1421	189.0	189
1422	198.0	198
1423	200.0	200
1424	199.0	199
1425	200.0	200
1426	200.0	200
1427	200.0	200
1428	200.0	200
1429	194.0	194
1430	190.0	190
1431	105.0	105
1432	200.0	200
1433	200.0	200
1434	200.0	200
1435	200.0	200
1436	142.0	142
1437	94.0	94
1438	200.0	200
1439	200.0	200
1440	200.0	200
1441	200.0	200
1442	200.0	200
1443	200.0	200
1444	200.0	200
1445	200.0	200
1446	200.0	200
1447	200.0	200
1448	200.0	200
1449	200.0	200
1450	200.0	200
1451	200.0	200
1452	200.0	200
1453	174.0	174
1454	182.0	182
1455	200.0	200
1456	164.0	164
1457	200.0	200
1458	200.0	200
1459	10.0	10
1460	10.0	10
1461	11.0	11
1462	132.0	132
1463	200.0	200
1464	200.0	200
1465	200.0	200
1466	200.0	200
1467	200.0	200
1468	200.0	200
1469	197.0	197
1470	200.0	200
1471	200.0	200
1472	200.0	200
1473	200.0	200
1474	200.0	200
1475	200.0	200
1476	200.0	200
1477	200.0	200
1478	200.0	200
1479	200.0	200
1480	181.0	181
1481	200.0	200
1482	191.0	191
1483	200.0	200
1484	200.0	200
1485	180.0	180
1486	170.0	170
1487	158.0	158
1488	158.0	158
1489	169.0	169
1490	171.0	171
1491	193.0	193
1492	200.0	200
1493	199.0	199
1494	148.0	148
1495	158.0	158
1496	158.0	158
1497	161.0	161
1498	160.0	160
1499	200.0	200
1500	135.0	135
1501	142.0	142
1502	200.0	200
1503	184.0	184
1504	178.0	178
1505	200.0	200
1506	200.0	200
1507	24.0	24
1508	64.0	64
1509	10.0	10
1510	9.0	9
1511	9.0	9
1512	11.0	11
1513	16.0	16
1514	10.0	10
1515	10.0	10
1516	200.0	200
1517	200.0	200
1518	200.0	200
1519	200.0	200
1520	200.0	200
1521	200.0	200
1522	200.0	200
1523	200.0	200
1524	200.0	200
1525	177.0	177
1526	200.0	200
1527	200.0	200
1528	200.0	200
1529	200.0	200
1530	200.0	200
1531	200.0	200
1532	200.0	200
1533	200.0	200
1534	200.0	200
1535	200.0	200
1536	200.0	200
1537	200.0	200
1538	200.0	200
1539	200.0	200
1540	200.0	200
1541	200.0	200
1542	200.0	200
1543	200.0	200
1544	200.0	200
1545	88.0	88
1546	200.0	200
1547	151.0	151
1548	187.0	187
1549	200.0	200
1550	200.0	200
1551	200.0	200
1552	200.0	200
1553	200.0	200
1554	186.0	186
1555	178.0	178
1556	178.0	178
1557	65.0	65
1558	46.0	46
1559	183.0	183
1560	200.0	200
1561	200.0	200
1562	156.0	156
1563	200.0	200
1564	200.0	200
1565	184.0	184
1566	153.0	153
1567	146.0	146
1568	119.0	119
1569	153.0	153
1570	139.0	139
1571	140.0	140
1572	142.0	142
1573	150.0	150
1574	148.0	148
1575	165.0	165
1576	131.0	131
1577	200.0	200
1578	200.0	200
1579	135.0	135
1580	150.0	150
1581	129.0	129
1582	120.0	120
1583	133.0	133
1584	156.0	156
1585	186.0	186
1586	149.0	149
1587	194.0	194
1588	153.0	153
1589	133.0	133
1590	129.0	129
1591	200.0	200
1592	141.0	141
1593	200.0	200
1594	151.0	151
1595	131.0	131
1596	150.0	150
1597	200.0	200
1598	200.0	200
1599	200.0	200
1600	200.0	200
1601	29.0	29
1602	200.0	200
1603	69.0	69
1604	200.0	200
1605	108.0	108
1606	97.0	97
1607	200.0	200
1608	200.0	200
1609	200.0	200
1610	200.0	200
1611	200.0	200
1612	100.0	100
1613	60.0	60
1614	200.0	200
1615	200.0	200
1616	200.0	200
1617	200.0	200
1618	188.0	188
1619	200.0	200
1620	200.0	200
1621	200.0	200
1622	200.0	200
1623	200.0	200
1624	200.0	200
1625	200.0	200
1626	200.0	200
1627	178.0	178
1628	170.0	170
1629	173.0	173
1630	200.0	200
1631	200.0	200
1632	200.0	200
1633	200.0	200
1634	200.0	200
1635	200.0	200
1636	200.0	200
1637	155.0	155
1638	200.0	200
1639	200.0	200
1640	200.0	200
1641	200.0	200
1642	200.0	200
1643	200.0	200
1644	200.0	200
